Gene.name	Gene.stable.ID	HGNC.ID	NCBI.gene.ID	UniProtKB.Swiss.Prot.ID	MIM.gene.accession
CYBB	ENSG00000165168	HGNC:2578	1536	P04839	300481
CYBRD1	ENSG00000071967	HGNC:20797	79901	Q53TN4	605745
CYC1	ENSG00000179091	HGNC:2579	1537	P08574	123980
CYCS	ENSG00000172115	HGNC:19986	54205	P99999	123970
CYFIP1	ENSG00000280618	HGNC:13759	23191	Q7L576	606322
CYFIP2	ENSG00000055163	HGNC:13760	26999	Q96F07	606323
CYGB	ENSG00000161544	HGNC:16505	114757	Q8WWM9	608759
CYHR1	ENSG00000187954	HGNC:17806	50626	Q6ZMK1	616635
CYLC1	ENSG00000183035	HGNC:2582	1538	P35663	300768
CYLC2	ENSG00000155833	HGNC:2583	1539	Q14093	604035
CYLD	ENSG00000083799	HGNC:2584	1540	Q9NQC7	605018
CYP11A1	ENSG00000140459	HGNC:2590	1583	P05108	118485
CYP11B1	ENSG00000160882	HGNC:2591	1584	P15538	610613
CYP11B2	ENSG00000179142	HGNC:2592	1585	P19099	124080
CYP17A1	ENSG00000148795	HGNC:2593	1586	P05093	609300
CYP19A1	ENSG00000137869	HGNC:2594	1588	P11511	107910
CYP1A1	ENSG00000140465	HGNC:2595	1543	P04798	108330
CYP1A2	ENSG00000140505	HGNC:2596	1544	P05177	124060
CYP1B1	ENSG00000138061	HGNC:2597	1545	Q16678	601771
CYP20A1	ENSG00000119004	HGNC:20576	57404	Q6UW02	NA
CYP21A2	ENSG00000231852	HGNC:2600	1589	P08686	613815
CYP24A1	ENSG00000019186	HGNC:2602	1591	Q07973	126065
CYP26A1	ENSG00000095596	HGNC:2603	1592	O43174	602239
CYP26B1	ENSG00000003137	HGNC:20581	56603	Q9NR63	605207
CYP26C1	ENSG00000187553	HGNC:20577	340665	Q6V0L0	608428
CYP27A1	ENSG00000135929	HGNC:2605	1593	Q02318	606530
CYP27B1	ENSG00000111012	HGNC:2606	1594	O15528	609506
CYP27C1	ENSG00000186684	HGNC:33480	339761	Q4G0S4	NA
CYP2A13	ENSG00000197838	HGNC:2608	1553	Q16696	608055
CYP2A6	ENSG00000255974	HGNC:2610	1548	P11509	122720
CYP2A7	ENSG00000198077	HGNC:2611	1549	P20853	608054
CYP2B6	ENSG00000197408	HGNC:2615	1555	P20813	123930
CYP2C18	ENSG00000108242	HGNC:2620	1562	P33260	601131
CYP2C19	ENSG00000165841	HGNC:2621	1557	P33261	124020
CYP2C8	ENSG00000138115	HGNC:2622	1558	P10632	601129
CYP2C9	ENSG00000138109	HGNC:2623	1559	P11712	601130
CYP2D6	ENSG00000272532	HGNC:2625	1565	P10635	124030
CYP2D7	ENSG00000278088	HGNC:2624	NA	A0A087X1C5	NA
CYP2E1	ENSG00000130649	HGNC:2631	1571	P05181	124040
CYP2F1	ENSG00000197446	HGNC:2632	1572	P24903	124070
CYP2J2	ENSG00000134716	HGNC:2634	1573	P51589	601258
CYP2R1	ENSG00000186104	HGNC:20580	120227	Q6VVX0	608713
CYP2S1	ENSG00000167600	HGNC:15654	29785	Q96SQ9	611529
CYP2U1	ENSG00000155016	HGNC:20582	113612	Q7Z449	610670
CYP2W1	ENSG00000073067	HGNC:20243	54905	Q8TAV3	615967
CYP39A1	ENSG00000146233	HGNC:17449	51302	Q9NYL5	605994
CYP3A4	ENSG00000160868	HGNC:2637	1576	P08684	124010
CYP3A43	ENSG00000021461	HGNC:17450	64816	Q9HB55	606534
CYP3A5	ENSG00000106258	HGNC:2638	1577	P20815	605325
CYP3A7	ENSG00000160870	HGNC:2640	1551	P24462	605340
CYP3A7-CYP3A51P	ENSG00000282301	HGNC:51504	100861540	P24462	NA
CYP46A1	ENSG00000036530	HGNC:2641	10858	Q9Y6A2	604087
CYP4A11	ENSG00000187048	HGNC:2642	1579	Q02928	601310
CYP4A22	ENSG00000162365	HGNC:20575	284541	Q5TCH4	615341
CYP4B1	ENSG00000142973	HGNC:2644	1580	P13584	124075
CYP4F11	ENSG00000171903	HGNC:13265	57834	Q9HBI6	611517
CYP4F12	ENSG00000186204	HGNC:18857	66002	Q9HCS2	611485
CYP4F2	ENSG00000186115	HGNC:2645	8529	P78329	604426
CYP4F22	ENSG00000171954	HGNC:26820	126410	Q6NT55	611495
CYP4F3	ENSG00000186529	HGNC:2646	4051	Q08477	601270
CYP4F8	ENSG00000186526	HGNC:2648	11283	P98187	611545
CYP4V2	ENSG00000145476	HGNC:23198	285440	Q6ZWL3	608614
CYP4X1	ENSG00000186377	HGNC:20244	260293	Q8N118	614999
CYP4Z1	ENSG00000186160	HGNC:20583	199974	Q86W10	NA
CYP51A1	ENSG00000001630	HGNC:2649	1595	Q16850	601637
CYP7A1	ENSG00000167910	HGNC:2651	1581	P22680	118455
CYP7B1	ENSG00000172817	HGNC:2652	9420	O75881	603711
CYP8B1	ENSG00000180432	HGNC:2653	1582	Q9UNU6	602172
CYR61	ENSG00000142871	HGNC:2654	3491	O00622	602369
CYS1	ENSG00000205795	HGNC:18525	192668	Q717R9	NA
CYSLTR1	ENSG00000173198	HGNC:17451	10800	Q9Y271	300201
CYSLTR2	ENSG00000152207	HGNC:18274	57105	Q9NS75	605666
CYSRT1	ENSG00000197191	HGNC:30529	375791	NA	NA
CYSTM1	ENSG00000120306	HGNC:30239	84418	Q9H1C7	NA
CYTH1	ENSG00000108669	HGNC:9501	9267	Q15438	182115
CYTH2	ENSG00000105443	HGNC:9502	9266	Q99418	602488
CYTH3	ENSG00000008256	HGNC:9504	9265	O43739	605081
CYTH4	ENSG00000100055	HGNC:9505	27128	Q9UIA0	606514
CYTIP	ENSG00000115165	HGNC:9506	9595	O60759	604448
CYTL1	ENSG00000170891	HGNC:24435	54360	Q9NRR1	607930
CYYR1	ENSG00000166265	HGNC:16274	116159	Q96J86	616020
D2HGDH	ENSG00000180902	HGNC:28358	728294	Q8N465	609186
DAAM1	ENSG00000100592	HGNC:18142	23002	Q9Y4D1	606626
DAAM2	ENSG00000146122	HGNC:18143	23500	Q86T65	606627
DAB1	ENSG00000173406	HGNC:2661	1600	O75553	NA
DAB2	ENSG00000153071	HGNC:2662	1601	P98082	601236
DAB2IP	ENSG00000136848	HGNC:17294	153090	Q5VWQ8	609205
DACH1	ENSG00000276644	HGNC:2663	1602	Q9UI36	603803
DACH2	ENSG00000126733	HGNC:16814	117154	Q96NX9	300608
DACT1	ENSG00000165617	HGNC:17748	51339	Q9NYF0	607861
DACT2	ENSG00000164488	HGNC:21231	168002	Q5SW24	608966
DACT3	ENSG00000197380	HGNC:30745	147906	Q96B18	611112
DAD1	ENSG00000129562	HGNC:2664	1603	P61803	600243
DAG1	ENSG00000173402	HGNC:2666	1605	Q14118	128239
DAGLA	ENSG00000134780	HGNC:1165	747	Q9Y4D2	614015
DAGLB	ENSG00000164535	HGNC:28923	221955	Q8NCG7	614016
DALRD3	ENSG00000178149	HGNC:25536	55152	Q5D0E6	NA
DAND5	ENSG00000179284	HGNC:26780	199699	Q8N907	609068
DAO	ENSG00000110887	HGNC:2671	1610	P14920	124050
DAOA	ENSG00000182346	HGNC:21191	267012	P59103	607408
DAP	ENSG00000112977	HGNC:2672	1611	P51397	600954
DAP3	ENSG00000132676	HGNC:2673	7818	P51398	602074
DAPK1	ENSG00000196730	HGNC:2674	1612	P53355	600831
DAPK2	ENSG00000035664	HGNC:2675	23604	Q9UIK4	616567
DAPK3	ENSG00000167657	HGNC:2676	1613	O43293	603289
DAPL1	ENSG00000163331	HGNC:21490	92196	A0PJW8	NA
DAPP1	ENSG00000070190	HGNC:16500	27071	Q9UN19	605768
DARS	ENSG00000115866	HGNC:2678	1615	P14868	603084
DARS2	ENSG00000117593	HGNC:25538	55157	Q6PI48	610956
DAW1	ENSG00000123977	HGNC:26383	164781	Q8N136	NA
DAXX	ENSG00000204209	HGNC:2681	1616	Q9UER7	603186
DAZ1	ENSG00000188120	HGNC:2682	1617	Q9NQZ3	400003
DAZ2	ENSG00000205944	HGNC:15964	57055	Q13117	400026
DAZ3	ENSG00000187191	HGNC:15965	57054	Q9NR90	400027
DAZ4	ENSG00000205916	HGNC:15966	57135	Q86SG3	NA
DAZAP1	ENSG00000071626	HGNC:2683	26528	Q96EP5	607430
DAZAP2	ENSG00000183283	HGNC:2684	9802	Q15038	607431
DAZL	ENSG00000092345	HGNC:2685	1618	Q92904	601486
DBF4	ENSG00000006634	HGNC:17364	10926	Q9UBU7	604281
DBF4B	ENSG00000161692	HGNC:17883	80174	Q8NFT6	611661
DBH	ENSG00000123454	HGNC:2689	1621	P09172	609312
DBI	ENSG00000155368	HGNC:2690	1622	P07108	125950
DBN1	ENSG00000113758	HGNC:2695	1627	Q16643	126660
DBNDD1	ENSG00000003249	HGNC:28455	79007	Q9H9R9	NA
DBNDD2	ENSG00000244274	HGNC:15881	55861	Q9BQY9	611453
DBNL	ENSG00000136279	HGNC:2696	28988	Q9UJU6	610106
DBP	ENSG00000105516	HGNC:2697	1628	Q10586	124097
DBR1	ENSG00000138231	HGNC:15594	51163	Q9UK59	607024
DBT	ENSG00000137992	HGNC:2698	1629	P11182	248610
DBX1	ENSG00000109851	HGNC:33185	120237	A6NMT0	NA
DBX2	ENSG00000185610	HGNC:33186	440097	Q6ZNG2	NA
DCAF1	ENSG00000145041	HGNC:30911	9730	Q9Y4B6	617259
DCAF10	ENSG00000122741	HGNC:23686	79269	Q5QP82	NA
DCAF11	ENSG00000100897	HGNC:20258	80344	Q8TEB1	613317
DCAF12	ENSG00000198876	HGNC:19911	25853	Q5T6F0	NA
DCAF12L1	ENSG00000198889	HGNC:29395	139170	Q5VU92	NA
DCAF12L2	ENSG00000198354	HGNC:32950	340578	Q5VW00	NA
DCAF13	ENSG00000164934	HGNC:24535	25879	Q9NV06	616196
DCAF15	ENSG00000132017	HGNC:25095	90379	Q66K64	NA
DCAF16	ENSG00000163257	HGNC:25987	54876	Q9NXF7	NA
DCAF17	ENSG00000115827	HGNC:25784	80067	Q5H9S7	612515
DCAF4	ENSG00000119599	HGNC:20229	26094	Q8WV16	616372
DCAF4L1	ENSG00000182308	HGNC:27723	285429	Q3SXM0	NA
DCAF4L2	ENSG00000176566	HGNC:26657	138009	Q8NA75	NA
DCAF5	ENSG00000139990	HGNC:20224	8816	Q96JK2	603812
DCAF6	ENSG00000143164	HGNC:30002	55827	Q58WW2	610494
DCAF7	ENSG00000136485	HGNC:30915	10238	P61962	605973
DCAF8	ENSG00000132716	HGNC:24891	50717	Q5TAQ9	615820
DCAF8L1	ENSG00000226372	HGNC:31810	139425	A6NGE4	NA
DCAF8L2	ENSG00000189186	HGNC:31811	347442	P0C7V8	NA
DCAKD	ENSG00000172992	HGNC:26238	79877	Q8WVC6	NA
DCANP1	ENSG00000251380	HGNC:24459	140947	Q8TF63	609710
DCBLD1	ENSG00000164465	HGNC:21479	285761	Q8N8Z6	NA
DCBLD2	ENSG00000057019	HGNC:24627	131566	Q96PD2	608698
DCC	ENSG00000187323	HGNC:2701	1630	P43146	120470
DCD	ENSG00000161634	HGNC:14669	117159	P81605	606634
DCDC1	ENSG00000170959	HGNC:20625	341019	P59894	608062
DCDC2	ENSG00000146038	HGNC:18141	51473	Q9UHG0	605755
DCDC2B	ENSG00000222046	HGNC:32576	149069	A2VCK2	NA
DCDC2C	ENSG00000214866	HGNC:32696	728597	A8MYV0	NA
DCHS1	ENSG00000166341	HGNC:13681	8642	Q96JQ0	603057
DCHS2	ENSG00000197410	HGNC:23111	54798	NA	612486
DCK	ENSG00000156136	HGNC:2704	1633	P27707	125450
DCLK1	ENSG00000133083	HGNC:2700	9201	O15075	604742
DCLK2	ENSG00000170390	HGNC:19002	166614	Q8N568	613166
DCLK3	ENSG00000163673	HGNC:19005	85443	Q9C098	613167
DCLRE1A	ENSG00000198924	HGNC:17660	9937	Q6PJP8	609682
DCLRE1B	ENSG00000118655	HGNC:17641	64858	Q9H816	609683
DCLRE1C	ENSG00000152457	HGNC:17642	64421	Q96SD1	605988
DCN	ENSG00000011465	HGNC:2705	1634	P07585	125255
DCP1A	ENSG00000272886	HGNC:18714	55802	Q9NPI6	607010
DCP1B	ENSG00000151065	HGNC:24451	196513	Q8IZD4	609843
DCP2	ENSG00000172795	HGNC:24452	167227	Q8IU60	609844
DCPS	ENSG00000110063	HGNC:29812	28960	Q96C86	610534
DCST1	ENSG00000163357	HGNC:26539	149095	Q5T197	NA
DCST2	ENSG00000163354	HGNC:26562	127579	Q5T1A1	NA
DCSTAMP	ENSG00000164935	HGNC:18549	81501	Q9H295	605933
DCT	ENSG00000080166	HGNC:2709	1638	P40126	191275
DCTD	ENSG00000129187	HGNC:2710	1635	P32321	607638
DCTN1	ENSG00000204843	HGNC:2711	1639	Q14203	601143
DCTN2	ENSG00000175203	HGNC:2712	10540	Q13561	607376
DCTN3	ENSG00000137100	HGNC:2713	11258	O75935	607387
DCTN4	ENSG00000132912	HGNC:15518	51164	Q9UJW0	614758
DCTN5	ENSG00000166847	HGNC:24594	84516	Q9BTE1	612962
DCTN6	ENSG00000104671	HGNC:16964	10671	O00399	612963
DCTPP1	ENSG00000179958	HGNC:28777	79077	Q9H773	615840
DCUN1D1	ENSG00000043093	HGNC:18184	54165	Q96GG9	605905
DCUN1D2	ENSG00000150401	HGNC:20328	55208	Q6PH85	NA
DCUN1D3	ENSG00000188215	HGNC:28734	123879	Q8IWE4	616167
DCUN1D4	ENSG00000109184	HGNC:28998	23142	Q92564	612977
DCUN1D5	ENSG00000137692	HGNC:28409	84259	Q9BTE7	616522
DCX	ENSG00000077279	HGNC:2714	1641	O43602	300121
DCXR	ENSG00000169738	HGNC:18985	51181	Q7Z4W1	608347
DDA1	ENSG00000130311	HGNC:28360	79016	Q9BW61	NA
DDAH1	ENSG00000153904	HGNC:2715	23576	O94760	604743
DDAH2	ENSG00000233076	HGNC:2716	23564	O95865	604744
DDB1	ENSG00000167986	HGNC:2717	1642	Q16531	600045
DDB2	ENSG00000134574	HGNC:2718	1643	Q92466	600811
DDC	ENSG00000132437	HGNC:2719	1644	P20711	107930
DDHD1	ENSG00000100523	HGNC:19714	80821	Q8NEL9	614603
DDHD2	ENSG00000085788	HGNC:29106	23259	O94830	615003
DDI1	ENSG00000170967	HGNC:18961	414301	Q8WTU0	NA
DDI2	ENSG00000197312	HGNC:24578	84301	Q5TDH0	NA
DDIAS	ENSG00000165490	HGNC:26351	220042	Q8IXT1	NA
DDIT3	ENSG00000175197	HGNC:2726	1649	P35638	126337
DDIT4	ENSG00000168209	HGNC:24944	54541	Q9NX09	607729
DDIT4L	ENSG00000145358	HGNC:30555	115265	Q96D03	607730
DDN	ENSG00000181418	HGNC:24458	23109	O94850	610588
DDO	ENSG00000203797	HGNC:2727	8528	Q99489	124450
DDOST	ENSG00000244038	HGNC:2728	1650	P39656	602202
DDR1	ENSG00000137332	HGNC:2730	780	Q08345	600408
DDR2	ENSG00000162733	HGNC:2731	4921	Q16832	191311
DDRGK1	ENSG00000198171	HGNC:16110	65992	Q96HY6	616177
DDT	ENSG00000275003	HGNC:2732	1652	P30046	602750
DDTL	ENSG00000275758	HGNC:33446	100037417	A6NHG4	NA
DDX1	ENSG00000079785	HGNC:2734	1653	Q92499	601257
DDX10	ENSG00000178105	HGNC:2735	1662	Q13206	601235
DDX11	ENSG00000013573	HGNC:2736	1663	Q96FC9	601150
DDX17	ENSG00000100201	HGNC:2740	10521	Q92841	608469
DDX18	ENSG00000088205	HGNC:2741	8886	Q9NVP1	606355
DDX19A	ENSG00000168872	HGNC:25628	55308	Q9NUU7	NA
DDX19B	ENSG00000157349	HGNC:2742	11269	Q9UMR2	605812
DDX20	ENSG00000064703	HGNC:2743	11218	Q9UHI6	606168
DDX21	ENSG00000165732	HGNC:2744	9188	Q9NR30	606357
DDX23	ENSG00000174243	HGNC:17347	9416	Q9BUQ8	612172
DDX24	ENSG00000273761	HGNC:13266	57062	Q9GZR7	606181
DDX25	ENSG00000109832	HGNC:18698	29118	Q9UHL0	607663
DDX27	ENSG00000124228	HGNC:15837	55661	Q96GQ7	616621
DDX28	ENSG00000182810	HGNC:17330	55794	Q9NUL7	607618
DDX31	ENSG00000125485	HGNC:16715	64794	Q9H8H2	616533
DDX39A	ENSG00000123136	HGNC:17821	10212	O00148	NA
DDX39B	ENSG00000225073	HGNC:13917	7919	Q13838	142560
DDX3X	ENSG00000215301	HGNC:2745	1654	O00571	300160
DDX3Y	ENSG00000067048	HGNC:2699	8653	O15523	400010
DDX4	ENSG00000152670	HGNC:18700	54514	Q9NQI0	605281
DDX41	ENSG00000183258	HGNC:18674	51428	Q9UJV9	608170
DDX42	ENSG00000198231	HGNC:18676	11325	Q86XP3	613369
DDX43	ENSG00000080007	HGNC:18677	55510	Q9NXZ2	606286
DDX46	ENSG00000145833	HGNC:18681	9879	Q7L014	617848
DDX47	ENSG00000213782	HGNC:18682	51202	Q9H0S4	615428
DDX49	ENSG00000105671	HGNC:18684	54555	Q9Y6V7	NA
DDX5	ENSG00000108654	HGNC:2746	1655	P17844	180630
DDX50	ENSG00000107625	HGNC:17906	79009	Q9BQ39	610373
DDX51	ENSG00000185163	HGNC:20082	317781	Q8N8A6	NA
DDX52	ENSG00000278053	HGNC:20038	11056	Q9Y2R4	612500
DDX53	ENSG00000184735	HGNC:20083	168400	Q86TM3	NA
DDX54	ENSG00000123064	HGNC:20084	79039	Q8TDD1	611665
DDX55	ENSG00000111364	HGNC:20085	57696	Q8NHQ9	NA
DDX56	ENSG00000136271	HGNC:18193	54606	Q9NY93	608023
DDX58	ENSG00000107201	HGNC:19102	23586	O95786	609631
DDX59	ENSG00000118197	HGNC:25360	83479	Q5T1V6	615464
DDX6	ENSG00000110367	HGNC:2747	1656	P26196	600326
DDX60	ENSG00000137628	HGNC:25942	55601	Q8IY21	613974
DDX60L	ENSG00000181381	HGNC:26429	91351	Q5H9U9	616725
DEAF1	ENSG00000177030	HGNC:14677	10522	O75398	602635
DEC1	ENSG00000173077	HGNC:23658	50514	Q9P2X7	604767
DECR1	ENSG00000104325	HGNC:2753	1666	Q16698	222745
DECR2	ENSG00000242612	HGNC:2754	26063	Q9NUI1	615839
DEDD	ENSG00000158796	HGNC:2755	9191	O75618	606841
DEDD2	ENSG00000160570	HGNC:24450	162989	Q8WXF8	617078
DEF6	ENSG00000023892	HGNC:2760	50619	Q9H4E7	610094
DEF8	ENSG00000140995	HGNC:25969	54849	Q6ZN54	NA
DEFA1	ENSG00000206047	HGNC:2761	1667	P59665	125220
DEFA1B	ENSG00000240247	HGNC:33596	728358	P59665	NA
DEFA3	ENSG00000239839	HGNC:2762	1668	P59666	604522
DEFA4	ENSG00000164821	HGNC:2763	1669	P12838	601157
DEFA5	ENSG00000164816	HGNC:2764	1670	Q01523	600472
DEFA6	ENSG00000164822	HGNC:2765	1671	Q01524	600471
DEFB1	ENSG00000164825	HGNC:2766	1672	P60022	602056
DEFB103A	ENSG00000176797	HGNC:15967	414325	P81534	NA
DEFB103B	ENSG00000273641	HGNC:31702	55894	P81534	606611
DEFB104A	ENSG00000176782	HGNC:18115	140596	Q8WTQ1	NA
DEFB104B	ENSG00000277006	HGNC:26165	503618	Q8WTQ1	NA
DEFB105A	ENSG00000186562	HGNC:18087	245908	Q8NG35	NA
DEFB105B	ENSG00000274729	HGNC:29930	504180	Q8NG35	NA
DEFB106A	ENSG00000186579	HGNC:18088	245909	Q8N104	NA
DEFB106B	ENSG00000275794	HGNC:28879	503841	Q8N104	NA
DEFB107A	ENSG00000186572	HGNC:18086	245910	Q8IZN7	NA
DEFB107B	ENSG00000277530	HGNC:31918	503614	Q8IZN7	NA
DEFB108B	ENSG00000184276	HGNC:29966	245911	Q8NET1	NA
DEFB110	ENSG00000203970	HGNC:18091	245913	Q30KQ9	NA
DEFB112	ENSG00000180872	HGNC:18093	245915	Q30KQ8	NA
DEFB113	ENSG00000214642	HGNC:18094	245927	Q30KQ7	NA
DEFB114	ENSG00000177684	HGNC:18095	245928	Q30KQ6	615243
DEFB115	ENSG00000215547	HGNC:18096	245929	Q30KQ5	NA
DEFB116	ENSG00000215545	HGNC:18097	245930	Q30KQ4	NA
DEFB118	ENSG00000131068	HGNC:16196	117285	Q96PH6	607650
DEFB119	ENSG00000180483	HGNC:18099	245932	Q8N690	615997
DEFB121	ENSG00000204548	HGNC:18101	245934	Q5J5C9	616075
DEFB123	ENSG00000180424	HGNC:18103	245936	Q8N688	616076
DEFB124	ENSG00000180383	HGNC:18104	245937	Q8NES8	NA
DEFB125	ENSG00000178591	HGNC:18105	245938	Q8N687	NA
DEFB126	ENSG00000125788	HGNC:15900	81623	Q9BYW3	NA
DEFB127	ENSG00000088782	HGNC:16206	140850	Q9H1M4	NA
DEFB128	ENSG00000185982	HGNC:18106	245939	Q7Z7B8	NA
DEFB129	ENSG00000125903	HGNC:16218	140881	Q9H1M3	NA
DEFB130A	ENSG00000232948	HGNC:18107	245940	P0DP74	NA
DEFB130B	ENSG00000233050	HGNC:39814	100133267	P0DP73	NA
DEFB131A	ENSG00000186146	HGNC:18108	644414	P59861	NA
DEFB131B	ENSG00000225805	HGNC:38058	100129216	A0A096LNP1	NA
DEFB132	ENSG00000186458	HGNC:33806	400830	Q7Z7B7	NA
DEFB133	ENSG00000214643	HGNC:31331	403339	Q30KQ1	NA
DEFB134	ENSG00000205882	HGNC:32399	613211	Q4QY38	NA
DEFB135	ENSG00000205883	HGNC:32400	613209	Q30KP9	NA
DEFB136	ENSG00000205884	HGNC:34433	613210	Q30KP8	NA
DEFB4A	ENSG00000171711	HGNC:2767	1673	O15263	602215
DEFB4B	ENSG00000275444	HGNC:30193	100289462	O15263	NA
DEGS1	ENSG00000143753	HGNC:13709	8560	O15121	615843
DEGS2	ENSG00000168350	HGNC:20113	123099	Q6QHC5	610862
DEK	ENSG00000124795	HGNC:2768	7913	P35659	125264
DENND1A	ENSG00000119522	HGNC:29324	57706	Q8TEH3	613633
DENND1B	ENSG00000213047	HGNC:28404	163486	Q6P3S1	613292
DENND1C	ENSG00000205744	HGNC:26225	79958	Q8IV53	613634
DENND2A	ENSG00000146966	HGNC:22212	27147	Q9ULE3	NA
DENND2C	ENSG00000175984	HGNC:24748	163259	Q68D51	NA
DENND2D	ENSG00000162777	HGNC:26192	79961	Q9H6A0	615111
DENND3	ENSG00000105339	HGNC:29134	22898	A2RUS2	617503
DENND4A	ENSG00000174485	HGNC:24321	10260	Q7Z401	600382
DENND4B	ENSG00000198837	HGNC:29044	9909	O75064	NA
DENND4C	ENSG00000137145	HGNC:26079	55667	Q5VZ89	NA
DENND5A	ENSG00000184014	HGNC:19344	23258	Q6IQ26	617278
DENND5B	ENSG00000170456	HGNC:28338	160518	Q6ZUT9	617279
DENND6A	ENSG00000174839	HGNC:26635	201627	Q8IWF6	NA
DENND6B	ENSG00000205593	HGNC:32690	414918	Q8NEG7	NA
DENR	ENSG00000139726	HGNC:2769	8562	O43583	604550
DEPDC1	ENSG00000024526	HGNC:22949	55635	Q5TB30	612002
DEPDC1B	ENSG00000035499	HGNC:24902	55789	Q8WUY9	616073
DEPDC4	ENSG00000166153	HGNC:22952	120863	Q8N2C3	NA
DEPDC5	ENSG00000100150	HGNC:18423	9681	O75140	614191
DEPDC7	ENSG00000121690	HGNC:29899	91614	Q96QD5	612294
DEPP1	ENSG00000165507	HGNC:23355	11067	Q9NTK1	611309
DEPTOR	ENSG00000155792	HGNC:22953	64798	Q8TB45	612974
DERA	ENSG00000023697	HGNC:24269	51071	Q9Y315	NA
DERL1	ENSG00000136986	HGNC:28454	79139	Q9BUN8	608813
DERL2	ENSG00000072849	HGNC:17943	51009	Q9GZP9	610304
DERL3	ENSG00000099958	HGNC:14236	91319	Q96Q80	610305
DES	ENSG00000175084	HGNC:2770	1674	P17661	125660
DESI1	ENSG00000100418	HGNC:24577	27351	Q6ICB0	614637
DESI2	ENSG00000121644	HGNC:24264	51029	Q9BSY9	614638
DET1	ENSG00000140543	HGNC:25477	55070	Q7L5Y6	608727
DEUP1	ENSG00000165325	HGNC:26344	159989	Q05D60	617148
DEXI	ENSG00000182108	HGNC:13267	28955	O95424	NA
DFFA	ENSG00000160049	HGNC:2772	1676	O00273	601882
DFFB	ENSG00000169598	HGNC:2773	1677	O76075	601883
DGAT1	ENSG00000185000	HGNC:2843	8694	O75907	604900
DGAT2	ENSG00000062282	HGNC:16940	84649	Q96PD7	606983
DGAT2L6	ENSG00000184210	HGNC:23250	347516	Q6ZPD8	300926
DGCR2	ENSG00000070413	HGNC:2845	9993	P98153	600594
DGCR6	ENSG00000183628	HGNC:2846	8214	Q14129	601279
DGCR6L	ENSG00000128185	HGNC:18551	85359	Q9BY27	609459
DGCR8	ENSG00000128191	HGNC:2847	54487	Q8WYQ5	609030
DGKA	ENSG00000065357	HGNC:2849	1606	P23743	125855
DGKB	ENSG00000136267	HGNC:2850	1607	Q9Y6T7	604070
DGKD	ENSG00000077044	HGNC:2851	8527	Q16760	601826
DGKE	ENSG00000153933	HGNC:2852	8526	P52429	601440
DGKG	ENSG00000058866	HGNC:2853	1608	P49619	601854
DGKH	ENSG00000102780	HGNC:2854	160851	Q86XP1	604071
DGKI	ENSG00000157680	HGNC:2855	9162	O75912	604072
DGKK	ENSG00000274588	HGNC:32395	139189	Q5KSL6	300837
DGKQ	ENSG00000145214	HGNC:2856	1609	P52824	601207
DGKZ	ENSG00000149091	HGNC:2857	8525	Q13574	601441
DGLUCY	ENSG00000133943	HGNC:20498	80017	Q7Z3D6	NA
DGUOK	ENSG00000114956	HGNC:2858	1716	Q16854	601465
DHCR24	ENSG00000116133	HGNC:2859	1718	Q15392	606418
DHCR7	ENSG00000172893	HGNC:2860	1717	Q9UBM7	602858
DHDDS	ENSG00000117682	HGNC:20603	79947	Q86SQ9	608172
DHDH	ENSG00000104808	HGNC:17887	27294	Q9UQ10	606377
DHFR	ENSG00000228716	HGNC:2861	1719	P00374	126060
DHFR2	ENSG00000178700	HGNC:27309	200895	Q86XF0	616588
DHH	ENSG00000139549	HGNC:2865	50846	O43323	605423
DHODH	ENSG00000102967	HGNC:2867	1723	Q02127	126064
DHPS	ENSG00000095059	HGNC:2869	1725	P49366	600944
DHRS1	ENSG00000157379	HGNC:16445	115817	Q96LJ7	610410
DHRS11	ENSG00000278535	HGNC:28639	79154	Q6UWP2	616159
DHRS12	ENSG00000102796	HGNC:25832	79758	A0PJE2	616163
DHRS13	ENSG00000167536	HGNC:28326	147015	Q6UX07	616157
DHRS2	ENSG00000100867	HGNC:18349	10202	Q13268	615194
DHRS3	ENSG00000162496	HGNC:17693	9249	O75911	612830
DHRS4	ENSG00000157326	HGNC:16985	10901	Q9BTZ2	611596
DHRS4L2	ENSG00000187630	HGNC:19731	317749	Q6PKH6	615196
DHRS7	ENSG00000100612	HGNC:21524	51635	Q9Y394	612833
DHRS7B	ENSG00000109016	HGNC:24547	25979	Q6IAN0	616160
DHRS7C	ENSG00000184544	HGNC:32423	201140	A6NNS2	616161
DHRS9	ENSG00000073737	HGNC:16888	10170	Q9BPW9	612131
DHRSX	ENSG00000169084	HGNC:18399	207063	Q8N5I4	NA
DHTKD1	ENSG00000181192	HGNC:23537	55526	Q96HY7	614984
DHX15	ENSG00000109606	HGNC:2738	1665	O43143	603403
DHX16	ENSG00000233561	HGNC:2739	8449	O60231	603405
DHX29	ENSG00000067248	HGNC:15815	54505	Q7Z478	612720
DHX30	ENSG00000132153	HGNC:16716	22907	Q7L2E3	616423
DHX32	ENSG00000089876	HGNC:16717	55760	Q7L7V1	607960
DHX33	ENSG00000005100	HGNC:16718	56919	Q9H6R0	614405
DHX34	ENSG00000134815	HGNC:16719	9704	Q14147	615475
DHX35	ENSG00000101452	HGNC:15861	60625	Q9H5Z1	NA
